id,taskId,userId,text,createdAt,updatedAt
259,3,1,Moved task to a new column,2025-06-23T20:16:02.500Z,2025-06-23T20:16:02.500Z
260,11,1,Moved task to a new column,2025-06-23T20:16:05.273Z,2025-06-23T20:16:05.273Z
261,18,1,Moved task to a new column,2025-06-23T20:16:08.185Z,2025-06-23T20:16:08.185Z
262,20,1,Moved task to a new column,2025-06-23T20:16:23.882Z,2025-06-23T20:16:23.882Z
263,13,1,Moved task to a new column,2025-06-23T20:16:25.402Z,2025-06-23T20:16:25.402Z
264,2,1,Moved task to a new column,2025-06-23T20:16:27.112Z,2025-06-23T20:16:27.112Z
265,4,1,Moved task to a new column,2025-06-23T20:28:31.368Z,2025-06-23T20:28:31.368Z
266,10,1,Moved task to a new column,2025-06-23T20:28:32.393Z,2025-06-23T20:28:32.393Z
267,17,1,Moved task to a new column,2025-06-23T20:28:33.441Z,2025-06-23T20:28:33.441Z
268,11,1,Moved task to a new column,2025-06-23T20:28:34.711Z,2025-06-23T20:28:34.711Z
269,20,1,Moved task to a new column,2025-06-23T20:28:37.829Z,2025-06-23T20:28:37.829Z
270,11,1,Moved task to a new column,2025-06-23T20:28:39.349Z,2025-06-23T20:28:39.349Z
271,1,1,Moved task to a new column,2025-06-23T20:28:40.736Z,2025-06-23T20:28:40.736Z
272,26,1,Moved task to a new column,2025-06-23T20:46:45.345Z,2025-06-23T20:46:45.345Z
273,2,1,Moved task to a new column,2025-06-23T20:46:50.201Z,2025-06-23T20:46:50.201Z
274,10,1,Moved task to a new column,2025-06-23T21:05:04.041Z,2025-06-23T21:05:04.041Z
275,1,1,Moved task to a new column,2025-06-23T21:05:05.491Z,2025-06-23T21:05:05.491Z
276,4,1,Moved task to a new column,2025-06-23T21:05:06.861Z,2025-06-23T21:05:06.861Z
277,11,1,Moved task to a new column,2025-06-23T21:05:08.027Z,2025-06-23T21:05:08.027Z
278,25,1,Updated task status,2025-06-24T11:41:46.326Z,2025-06-24T11:41:46.326Z
279,12,1,Updated task status,2025-06-24T11:41:58.280Z,2025-06-24T11:41:58.280Z
280,15,1,Updated task status,2025-06-24T11:42:05.372Z,2025-06-24T11:42:05.372Z
281,21,1,Updated task status,2025-06-24T11:42:13.536Z,2025-06-24T11:42:13.536Z
282,21,1,Updated task status,2025-06-24T11:42:18.519Z,2025-06-24T11:42:18.519Z
283,21,1,Updated task status,2025-06-24T11:42:22.322Z,2025-06-24T11:42:22.322Z
284,21,1,Updated task status,2025-06-24T11:42:26.002Z,2025-06-24T11:42:26.002Z
285,21,1,Updated task status,2025-06-24T11:42:29.470Z,2025-06-24T11:42:29.470Z
286,21,1,Updated task status,2025-06-24T11:42:32.718Z,2025-06-24T11:42:32.718Z
287,5,1,Updated task status,2025-06-24T14:57:04.727Z,2025-06-24T14:57:04.727Z
288,5,1,Updated task status,2025-06-24T14:57:04.750Z,2025-06-24T14:57:04.750Z
289,16,1,Updated task status,2025-06-24T14:57:40.083Z,2025-06-24T14:57:40.083Z
290,37,1,Created task,2025-06-24T19:27:35.336Z,2025-06-24T19:27:35.336Z
291,38,1,Created task,2025-06-25T16:43:18.240Z,2025-06-25T16:43:18.240Z
292,39,1,Created task,2025-07-04T15:23:54.300Z,2025-07-04T15:23:54.300Z
293,40,1,Created task,2025-07-04T19:25:34.514Z,2025-07-04T19:25:34.514Z
294,41,1,Created task,2025-07-08T16:36:24.696Z,2025-07-08T16:36:24.696Z
295,25,1,"Updated task name, description, status",2025-07-09T13:01:00.389Z,2025-07-09T13:01:00.389Z
296,25,1,"Updated task name, description, status",2025-07-09T13:02:47.170Z,2025-07-09T13:02:47.170Z
297,25,1,"Updated task name, description, assignee, status",2025-07-09T13:02:53.981Z,2025-07-09T13:02:53.981Z
298,25,1,"Updated task name, description, assignee, status",2025-07-09T13:05:20.724Z,2025-07-09T13:05:20.724Z
299,3,1,"Updated task name, description, assignee, status",2025-07-09T13:12:51.963Z,2025-07-09T13:12:51.963Z
300,3,1,"Updated task name, description, assignee, status",2025-07-09T13:13:02.433Z,2025-07-09T13:13:02.433Z
301,12,1,"Updated task name, description, assignee, status",2025-07-09T13:17:54.952Z,2025-07-09T13:17:54.952Z
302,11,1,"Updated task name, description, assignee, status",2025-07-09T13:22:37.398Z,2025-07-09T13:22:37.398Z
303,11,1,"Updated task name, description, assignee, status",2025-07-09T13:22:44.241Z,2025-07-09T13:22:44.241Z
304,1,1,"Updated task name, description, assignee, status",2025-07-09T13:46:05.518Z,2025-07-09T13:46:05.518Z
305,1,1,"Updated task name, description, assignee, status",2025-07-09T13:46:09.531Z,2025-07-09T13:46:09.531Z
306,14,1,"Updated task name, description, assignee, status",2025-07-09T13:46:35.215Z,2025-07-09T13:46:35.215Z
307,14,1,"Updated task name, description, assignee, status",2025-07-09T13:46:41.421Z,2025-07-09T13:46:41.421Z
308,41,1,"Updated task name, description, assignee, status",2025-07-09T13:46:55.626Z,2025-07-09T13:46:55.626Z
309,12,1,"Updated task name, description, assignee, status",2025-07-10T08:01:09.651Z,2025-07-10T08:01:09.651Z
310,12,1,"Updated task name, description, assignee, status",2025-07-10T08:01:28.230Z,2025-07-10T08:01:28.230Z
311,13,1,"Updated task name, description, assignee, status",2025-07-10T08:09:04.689Z,2025-07-10T08:09:04.689Z
312,12,1,"Updated task name, description, assignee, status",2025-07-10T08:15:32.080Z,2025-07-10T08:15:32.080Z
313,12,1,"Updated task name, description, assignee, status",2025-07-10T08:23:05.427Z,2025-07-10T08:23:05.427Z
314,18,1,"Updated task name, description, assignee, status",2025-07-10T08:23:16.600Z,2025-07-10T08:23:16.600Z
315,1,1,"Updated task name, description, assignee, status",2025-07-10T08:29:29.430Z,2025-07-10T08:29:29.430Z
316,11,1,"Updated task name, description, assignee, status",2025-07-10T08:29:36.816Z,2025-07-10T08:29:36.816Z
317,18,1,"Updated task name, description, assignee, status",2025-07-10T08:29:43.331Z,2025-07-10T08:29:43.331Z
318,5,1,"Updated task name, description, assignee, status",2025-07-10T08:29:50.475Z,2025-07-10T08:29:50.475Z
319,1,1,"Updated task name, description, assignee, status",2025-07-10T08:30:31.901Z,2025-07-10T08:30:31.901Z
320,11,1,"Updated task name, description, assignee, status",2025-07-10T08:30:41.354Z,2025-07-10T08:30:41.354Z
321,21,1,"Updated task name, description, assignee, status",2025-07-10T08:30:48.042Z,2025-07-10T08:30:48.042Z
322,11,1,"Updated task name, description, assignee, status",2025-07-10T08:33:03.542Z,2025-07-10T08:33:03.542Z
323,5,1,"Updated task name, description, assignee, status",2025-07-10T08:33:08.163Z,2025-07-10T08:33:08.163Z
324,5,1,"Updated task name, description, assignee, status",2025-07-10T08:33:16.517Z,2025-07-10T08:33:16.517Z
325,21,1,"Updated task name, description, assignee, status",2025-07-10T08:33:20.955Z,2025-07-10T08:33:20.955Z
326,2,1,"Updated task name, description, assignee, status",2025-07-10T08:33:45.928Z,2025-07-10T08:33:45.928Z
327,4,1,"Updated task name, description, assignee, status",2025-07-10T08:33:52.128Z,2025-07-10T08:33:52.128Z
328,11,1,"Updated task name, description, assignee, status",2025-07-10T08:39:08.316Z,2025-07-10T08:39:08.316Z
329,21,1,"Updated task name, description, assignee, status",2025-07-10T08:40:12.485Z,2025-07-10T08:40:12.485Z
330,15,1,"Updated task name, description, assignee, status",2025-07-10T08:40:21.351Z,2025-07-10T08:40:21.351Z
331,18,1,"Updated task name, description, assignee, status",2025-07-10T08:44:31.768Z,2025-07-10T08:44:31.768Z
332,18,1,"Updated task name, description, assignee, status",2025-07-10T08:45:57.938Z,2025-07-10T08:45:57.938Z
333,18,1,"Updated task name, description, assignee, status",2025-07-10T08:46:13.424Z,2025-07-10T08:46:13.424Z
334,5,1,"Updated task name, description, assignee, status",2025-07-10T08:47:00.623Z,2025-07-10T08:47:00.623Z
335,5,1,"Updated task name, description, assignee, status",2025-07-10T08:47:11.508Z,2025-07-10T08:47:11.508Z
336,2,1,"Updated task name, description, assignee, status",2025-07-10T08:47:19.092Z,2025-07-10T08:47:19.092Z
337,5,1,"Updated task name, description, assignee, status",2025-07-10T08:48:09.461Z,2025-07-10T08:48:09.461Z
338,1,1,"Updated task name, description, assignee, status",2025-07-10T09:31:03.935Z,2025-07-10T09:31:03.935Z
339,5,1,"Updated task name, description, assignee, status",2025-07-10T09:31:16.211Z,2025-07-10T09:31:16.211Z
340,5,1,"Updated task name, description, assignee, status",2025-07-10T09:34:31.341Z,2025-07-10T09:34:31.341Z
341,1,1,"Updated task name, description, assignee, status",2025-07-10T09:34:45.796Z,2025-07-10T09:34:45.796Z
342,18,1,"Updated task name, description, assignee, status",2025-07-10T09:51:10.924Z,2025-07-10T09:51:10.924Z
343,41,1,"Updated task name, description, assignee, status",2025-07-10T09:51:19.877Z,2025-07-10T09:51:19.877Z
344,17,1,"Updated task name, description, assignee, status",2025-07-10T10:09:32.543Z,2025-07-10T10:09:32.543Z
345,13,1,"Updated task name, description, assignee, status",2025-07-10T10:09:39.580Z,2025-07-10T10:09:39.580Z
346,3,1,"Updated task name, description, assignee, status",2025-07-10T10:15:46.849Z,2025-07-10T10:15:46.849Z
347,13,1,"Updated task name, description, assignee, status",2025-07-10T10:15:53.914Z,2025-07-10T10:15:53.914Z
348,13,1,"Updated task name, description, assignee, status",2025-07-10T10:16:32.219Z,2025-07-10T10:16:32.219Z
349,41,1,"Updated task name, description, assignee, status",2025-07-10T10:20:03.202Z,2025-07-10T10:20:03.202Z
350,15,1,"Updated task name, description, assignee, status",2025-07-10T10:20:13.792Z,2025-07-10T10:20:13.792Z
351,41,1,"Updated task name, description, assignee, status",2025-07-10T10:33:38.480Z,2025-07-10T10:33:38.480Z
352,14,1,"Updated task name, description, assignee, status",2025-07-10T10:33:45.925Z,2025-07-10T10:33:45.925Z
353,15,1,"Updated task name, description, assignee, status",2025-07-10T10:40:11.304Z,2025-07-10T10:40:11.304Z
354,41,1,"Updated task name, description, assignee, status",2025-07-10T10:40:22.317Z,2025-07-10T10:40:22.317Z
355,14,1,"Updated task name, description, assignee, status",2025-07-10T10:48:11.144Z,2025-07-10T10:48:11.144Z
356,5,1,"Updated task name, description, assignee, status",2025-07-10T11:19:35.017Z,2025-07-10T11:19:35.017Z
357,5,1,"Updated task name, description, assignee, status",2025-07-10T11:19:43.314Z,2025-07-10T11:19:43.314Z
358,2,1,"Updated task name, description, assignee, status",2025-07-10T11:33:11.077Z,2025-07-10T11:33:11.077Z
359,13,1,"Updated task name, description, status",2025-07-10T12:47:55.045Z,2025-07-10T12:47:55.045Z
360,13,1,"Updated task name, description, assignee, status",2025-07-10T12:48:06.713Z,2025-07-10T12:48:06.713Z
361,15,1,"Updated task name, description, assignee, status",2025-07-10T12:48:25.640Z,2025-07-10T12:48:25.640Z
362,1,1,Updated task status,2025-07-10T12:51:22.256Z,2025-07-10T12:51:22.256Z
363,41,1,Updated task status,2025-07-10T12:51:22.269Z,2025-07-10T12:51:22.269Z
364,18,1,Updated task status,2025-07-10T12:51:22.269Z,2025-07-10T12:51:22.269Z
365,14,1,Updated task status,2025-07-10T12:51:22.270Z,2025-07-10T12:51:22.270Z
366,25,1,Updated task status,2025-07-10T12:51:22.287Z,2025-07-10T12:51:22.287Z
367,11,1,Updated task status,2025-07-10T12:51:22.318Z,2025-07-10T12:51:22.318Z
368,13,1,Updated task status,2025-07-10T12:51:22.321Z,2025-07-10T12:51:22.321Z
369,15,1,Updated task status,2025-07-10T12:51:22.327Z,2025-07-10T12:51:22.327Z
370,3,1,Updated task status,2025-07-10T12:51:22.360Z,2025-07-10T12:51:22.360Z
371,16,1,Updated task status,2025-07-10T12:51:22.383Z,2025-07-10T12:51:22.383Z
372,10,1,Updated task status,2025-07-10T12:51:22.384Z,2025-07-10T12:51:22.384Z
373,20,1,Updated task status,2025-07-10T12:51:22.388Z,2025-07-10T12:51:22.388Z
374,21,1,Updated task status,2025-07-10T12:51:22.389Z,2025-07-10T12:51:22.389Z
375,12,1,Updated task status,2025-07-10T12:51:22.389Z,2025-07-10T12:51:22.389Z
376,17,1,Updated task status,2025-07-10T12:51:22.403Z,2025-07-10T12:51:22.403Z
377,2,1,Updated task status,2025-07-10T12:51:22.423Z,2025-07-10T12:51:22.423Z
378,26,1,Updated task status,2025-07-10T12:51:22.427Z,2025-07-10T12:51:22.427Z
379,5,1,Updated task status,2025-07-10T12:51:22.427Z,2025-07-10T12:51:22.427Z
380,4,1,Updated task status,2025-07-10T12:51:22.427Z,2025-07-10T12:51:22.427Z
381,18,1,Updated task status,2025-07-10T12:51:31.472Z,2025-07-10T12:51:31.472Z
382,14,1,Updated task status,2025-07-10T12:51:31.476Z,2025-07-10T12:51:31.476Z
383,41,1,Updated task status,2025-07-10T12:51:31.476Z,2025-07-10T12:51:31.476Z
384,1,1,Updated task status,2025-07-10T12:51:31.477Z,2025-07-10T12:51:31.477Z
385,15,1,Updated task status,2025-07-10T12:51:31.480Z,2025-07-10T12:51:31.480Z
386,25,1,Updated task status,2025-07-10T12:51:31.508Z,2025-07-10T12:51:31.508Z
387,4,1,Updated task status,2025-07-10T12:51:31.520Z,2025-07-10T12:51:31.520Z
388,11,1,Updated task status,2025-07-10T12:51:31.549Z,2025-07-10T12:51:31.549Z
389,20,1,Updated task status,2025-07-10T12:51:31.552Z,2025-07-10T12:51:31.552Z
390,12,1,Updated task status,2025-07-10T12:51:31.556Z,2025-07-10T12:51:31.556Z
391,10,1,Updated task status,2025-07-10T12:51:31.556Z,2025-07-10T12:51:31.556Z
392,26,1,Updated task status,2025-07-10T12:51:31.557Z,2025-07-10T12:51:31.557Z
393,13,1,Updated task status,2025-07-10T12:51:31.557Z,2025-07-10T12:51:31.557Z
394,5,1,Updated task status,2025-07-10T12:51:31.675Z,2025-07-10T12:51:31.675Z
395,2,1,Updated task status,2025-07-10T12:51:31.675Z,2025-07-10T12:51:31.675Z
396,21,1,Updated task status,2025-07-10T12:51:31.676Z,2025-07-10T12:51:31.676Z
397,16,1,Updated task status,2025-07-10T12:51:31.676Z,2025-07-10T12:51:31.676Z
398,17,1,Updated task status,2025-07-10T12:51:31.678Z,2025-07-10T12:51:31.678Z
399,3,1,Updated task status,2025-07-10T12:51:31.713Z,2025-07-10T12:51:31.713Z
400,4,1,"Updated task name, description, assignee, status",2025-07-10T12:51:40.818Z,2025-07-10T12:51:40.818Z
401,26,1,"Updated task name, description, assignee, status",2025-07-10T12:52:03.269Z,2025-07-10T12:52:03.269Z
402,26,1,"Updated task name, description, assignee, status",2025-07-10T12:52:13.242Z,2025-07-10T12:52:13.242Z
403,14,1,Updated task status,2025-07-10T12:52:16.055Z,2025-07-10T12:52:16.055Z
404,26,1,Updated task status,2025-07-10T12:52:16.088Z,2025-07-10T12:52:16.088Z
405,15,1,Updated task status,2025-07-10T12:52:16.101Z,2025-07-10T12:52:16.101Z
406,1,1,Updated task status,2025-07-10T12:52:16.101Z,2025-07-10T12:52:16.101Z
407,41,1,Updated task status,2025-07-10T12:52:16.101Z,2025-07-10T12:52:16.101Z
408,11,1,Updated task status,2025-07-10T12:52:16.103Z,2025-07-10T12:52:16.103Z
409,18,1,Updated task status,2025-07-10T12:52:16.103Z,2025-07-10T12:52:16.103Z
410,13,1,Updated task status,2025-07-10T12:52:16.146Z,2025-07-10T12:52:16.146Z
411,25,1,Updated task status,2025-07-10T12:52:16.157Z,2025-07-10T12:52:16.157Z
412,10,1,Updated task status,2025-07-10T12:52:16.158Z,2025-07-10T12:52:16.158Z
413,3,1,Updated task status,2025-07-10T12:52:16.158Z,2025-07-10T12:52:16.158Z
414,16,1,Updated task status,2025-07-10T12:52:16.160Z,2025-07-10T12:52:16.160Z
415,12,1,Updated task status,2025-07-10T12:52:16.160Z,2025-07-10T12:52:16.160Z
416,17,1,Updated task status,2025-07-10T12:52:16.198Z,2025-07-10T12:52:16.198Z
417,21,1,Updated task status,2025-07-10T12:52:16.199Z,2025-07-10T12:52:16.199Z
418,20,1,Updated task status,2025-07-10T12:52:16.199Z,2025-07-10T12:52:16.199Z
419,2,1,Updated task status,2025-07-10T12:52:16.203Z,2025-07-10T12:52:16.203Z
420,5,1,Updated task status,2025-07-10T12:52:16.203Z,2025-07-10T12:52:16.203Z
421,4,1,Updated task status,2025-07-10T12:52:16.207Z,2025-07-10T12:52:16.207Z
422,41,1,Updated task status,2025-07-10T12:52:22.286Z,2025-07-10T12:52:22.286Z
423,14,1,Updated task status,2025-07-10T12:52:22.290Z,2025-07-10T12:52:22.290Z
424,18,1,Updated task status,2025-07-10T12:52:22.290Z,2025-07-10T12:52:22.290Z
425,1,1,Updated task status,2025-07-10T12:52:22.291Z,2025-07-10T12:52:22.291Z
426,13,1,Updated task status,2025-07-10T12:52:22.294Z,2025-07-10T12:52:22.294Z
427,11,1,Updated task status,2025-07-10T12:52:22.326Z,2025-07-10T12:52:22.326Z
428,15,1,Updated task status,2025-07-10T12:52:22.339Z,2025-07-10T12:52:22.339Z
429,25,1,Updated task status,2025-07-10T12:52:22.340Z,2025-07-10T12:52:22.340Z
430,10,1,Updated task status,2025-07-10T12:52:22.344Z,2025-07-10T12:52:22.344Z
431,3,1,Updated task status,2025-07-10T12:52:22.345Z,2025-07-10T12:52:22.345Z
432,12,1,Updated task status,2025-07-10T12:52:22.345Z,2025-07-10T12:52:22.345Z
433,16,1,Updated task status,2025-07-10T12:52:22.359Z,2025-07-10T12:52:22.359Z
434,21,1,Updated task status,2025-07-10T12:52:22.370Z,2025-07-10T12:52:22.370Z
435,17,1,Updated task status,2025-07-10T12:52:22.392Z,2025-07-10T12:52:22.392Z
436,26,1,Updated task status,2025-07-10T12:52:22.392Z,2025-07-10T12:52:22.392Z
437,5,1,Updated task status,2025-07-10T12:52:22.397Z,2025-07-10T12:52:22.397Z
438,4,1,Updated task status,2025-07-10T12:52:22.400Z,2025-07-10T12:52:22.400Z
439,20,1,Updated task status,2025-07-10T12:52:22.402Z,2025-07-10T12:52:22.402Z
440,2,1,Updated task status,2025-07-10T12:52:22.409Z,2025-07-10T12:52:22.409Z
441,1,1,Updated task status,2025-07-10T12:52:25.891Z,2025-07-10T12:52:25.891Z
442,14,1,Updated task status,2025-07-10T12:52:25.895Z,2025-07-10T12:52:25.895Z
443,41,1,Updated task status,2025-07-10T12:52:25.896Z,2025-07-10T12:52:25.896Z
444,18,1,Updated task status,2025-07-10T12:52:25.899Z,2025-07-10T12:52:25.899Z
445,25,1,Updated task status,2025-07-10T12:52:25.921Z,2025-07-10T12:52:25.921Z
446,11,1,Updated task status,2025-07-10T12:52:25.927Z,2025-07-10T12:52:25.927Z
447,13,1,Updated task status,2025-07-10T12:52:25.942Z,2025-07-10T12:52:25.942Z
448,15,1,Updated task status,2025-07-10T12:52:25.958Z,2025-07-10T12:52:25.958Z
449,10,1,Updated task status,2025-07-10T12:52:25.960Z,2025-07-10T12:52:25.960Z
450,12,1,Updated task status,2025-07-10T12:52:25.965Z,2025-07-10T12:52:25.965Z
451,16,1,Updated task status,2025-07-10T12:52:25.965Z,2025-07-10T12:52:25.965Z
452,26,1,Updated task status,2025-07-10T12:52:25.966Z,2025-07-10T12:52:25.966Z
453,3,1,Updated task status,2025-07-10T12:52:25.983Z,2025-07-10T12:52:25.983Z
454,17,1,Updated task status,2025-07-10T12:52:25.991Z,2025-07-10T12:52:25.991Z
455,20,1,Updated task status,2025-07-10T12:52:26.012Z,2025-07-10T12:52:26.012Z
456,21,1,Updated task status,2025-07-10T12:52:26.017Z,2025-07-10T12:52:26.017Z
457,2,1,Updated task status,2025-07-10T12:52:26.019Z,2025-07-10T12:52:26.019Z
458,5,1,Updated task status,2025-07-10T12:52:26.027Z,2025-07-10T12:52:26.027Z
459,4,1,Updated task status,2025-07-10T12:52:26.033Z,2025-07-10T12:52:26.033Z
460,1,1,Updated task status,2025-07-10T12:52:28.790Z,2025-07-10T12:52:28.790Z
461,18,1,Updated task status,2025-07-10T12:52:28.794Z,2025-07-10T12:52:28.794Z
462,13,1,Updated task status,2025-07-10T12:52:28.794Z,2025-07-10T12:52:28.794Z
463,41,1,Updated task status,2025-07-10T12:52:28.795Z,2025-07-10T12:52:28.795Z
464,14,1,Updated task status,2025-07-10T12:52:28.795Z,2025-07-10T12:52:28.795Z
465,15,1,Updated task status,2025-07-10T12:52:28.798Z,2025-07-10T12:52:28.798Z
466,25,1,Updated task status,2025-07-10T12:52:28.846Z,2025-07-10T12:52:28.846Z
467,11,1,Updated task status,2025-07-10T12:52:28.850Z,2025-07-10T12:52:28.850Z
468,10,1,Updated task status,2025-07-10T12:52:28.851Z,2025-07-10T12:52:28.851Z
469,16,1,Updated task status,2025-07-10T12:52:28.851Z,2025-07-10T12:52:28.851Z
470,3,1,Updated task status,2025-07-10T12:52:28.851Z,2025-07-10T12:52:28.851Z
471,12,1,Updated task status,2025-07-10T12:52:28.859Z,2025-07-10T12:52:28.859Z
472,21,1,Updated task status,2025-07-10T12:52:28.898Z,2025-07-10T12:52:28.898Z
473,20,1,Updated task status,2025-07-10T12:52:28.902Z,2025-07-10T12:52:28.902Z
474,4,1,Updated task status,2025-07-10T12:52:28.902Z,2025-07-10T12:52:28.902Z
475,17,1,Updated task status,2025-07-10T12:52:28.903Z,2025-07-10T12:52:28.903Z
476,26,1,Updated task status,2025-07-10T12:52:28.903Z,2025-07-10T12:52:28.903Z
477,2,1,Updated task status,2025-07-10T12:52:28.905Z,2025-07-10T12:52:28.905Z
478,5,1,Updated task status,2025-07-10T12:52:28.945Z,2025-07-10T12:52:28.945Z
479,4,1,"Updated task name, description, assignee, status",2025-07-10T12:52:41.936Z,2025-07-10T12:52:41.936Z
480,4,1,"Updated task name, description, status",2025-07-10T12:52:48.722Z,2025-07-10T12:52:48.722Z
481,11,1,"Updated task name, description, assignee, status",2025-07-10T12:53:07.029Z,2025-07-10T12:53:07.029Z
482,11,1,"Updated task name, description, assignee, status",2025-07-10T12:53:28.908Z,2025-07-10T12:53:28.908Z
483,41,1,Updated task status,2025-07-10T12:53:31.778Z,2025-07-10T12:53:31.778Z
484,18,1,Updated task status,2025-07-10T12:53:31.789Z,2025-07-10T12:53:31.789Z
485,1,1,Updated task status,2025-07-10T12:53:31.790Z,2025-07-10T12:53:31.790Z
486,14,1,Updated task status,2025-07-10T12:53:31.790Z,2025-07-10T12:53:31.790Z
487,25,1,Updated task status,2025-07-10T12:53:31.792Z,2025-07-10T12:53:31.792Z
488,15,1,Updated task status,2025-07-10T12:53:31.796Z,2025-07-10T12:53:31.796Z
489,13,1,Updated task status,2025-07-10T12:53:31.834Z,2025-07-10T12:53:31.834Z
490,16,1,Updated task status,2025-07-10T12:53:31.844Z,2025-07-10T12:53:31.844Z
491,10,1,Updated task status,2025-07-10T12:53:31.845Z,2025-07-10T12:53:31.845Z
492,3,1,Updated task status,2025-07-10T12:53:31.845Z,2025-07-10T12:53:31.845Z
493,11,1,Updated task status,2025-07-10T12:53:31.851Z,2025-07-10T12:53:31.851Z
494,12,1,Updated task status,2025-07-10T12:53:31.856Z,2025-07-10T12:53:31.856Z
495,17,1,Updated task status,2025-07-10T12:53:31.873Z,2025-07-10T12:53:31.873Z
496,21,1,Updated task status,2025-07-10T12:53:31.888Z,2025-07-10T12:53:31.888Z
497,20,1,Updated task status,2025-07-10T12:53:31.907Z,2025-07-10T12:53:31.907Z
498,26,1,Updated task status,2025-07-10T12:53:31.911Z,2025-07-10T12:53:31.911Z
499,2,1,Updated task status,2025-07-10T12:53:31.912Z,2025-07-10T12:53:31.912Z
500,4,1,Updated task status,2025-07-10T12:53:31.912Z,2025-07-10T12:53:31.912Z
501,5,1,Updated task status,2025-07-10T12:53:31.912Z,2025-07-10T12:53:31.912Z
502,18,1,Updated task status,2025-07-10T12:53:33.888Z,2025-07-10T12:53:33.888Z
503,14,1,Updated task status,2025-07-10T12:53:33.891Z,2025-07-10T12:53:33.891Z
504,1,1,Updated task status,2025-07-10T12:53:33.892Z,2025-07-10T12:53:33.892Z
505,41,1,Updated task status,2025-07-10T12:53:33.897Z,2025-07-10T12:53:33.897Z
506,13,1,Updated task status,2025-07-10T12:53:33.904Z,2025-07-10T12:53:33.904Z
507,25,1,Updated task status,2025-07-10T12:53:33.910Z,2025-07-10T12:53:33.910Z
508,15,1,Updated task status,2025-07-10T12:53:33.931Z,2025-07-10T12:53:33.931Z
509,10,1,Updated task status,2025-07-10T12:53:33.953Z,2025-07-10T12:53:33.953Z
510,3,1,Updated task status,2025-07-10T12:53:33.956Z,2025-07-10T12:53:33.956Z
511,16,1,Updated task status,2025-07-10T12:53:33.960Z,2025-07-10T12:53:33.960Z
512,20,1,Updated task status,2025-07-10T12:53:33.961Z,2025-07-10T12:53:33.961Z
513,12,1,Updated task status,2025-07-10T12:53:33.961Z,2025-07-10T12:53:33.961Z
514,11,1,Updated task status,2025-07-10T12:53:33.965Z,2025-07-10T12:53:33.965Z
515,21,1,Updated task status,2025-07-10T12:53:33.998Z,2025-07-10T12:53:33.998Z
516,17,1,Updated task status,2025-07-10T12:53:34.005Z,2025-07-10T12:53:34.005Z
517,5,1,Updated task status,2025-07-10T12:53:34.007Z,2025-07-10T12:53:34.007Z
518,26,1,Updated task status,2025-07-10T12:53:34.008Z,2025-07-10T12:53:34.008Z
519,2,1,Updated task status,2025-07-10T12:53:34.012Z,2025-07-10T12:53:34.012Z
520,4,1,Updated task status,2025-07-10T12:53:34.012Z,2025-07-10T12:53:34.012Z
521,11,1,"Updated task name, description, assignee, status",2025-07-10T12:53:47.273Z,2025-07-10T12:53:47.273Z
522,14,1,Updated task status,2025-07-10T13:08:20.120Z,2025-07-10T13:08:20.120Z
523,1,1,Updated task status,2025-07-10T13:08:20.127Z,2025-07-10T13:08:20.127Z
524,25,1,Updated task status,2025-07-10T13:08:20.132Z,2025-07-10T13:08:20.132Z
525,15,1,Updated task status,2025-07-10T13:08:20.133Z,2025-07-10T13:08:20.133Z
526,18,1,Updated task status,2025-07-10T13:08:20.133Z,2025-07-10T13:08:20.133Z
527,11,1,Updated task status,2025-07-10T13:08:20.136Z,2025-07-10T13:08:20.136Z
528,13,1,Updated task status,2025-07-10T13:08:20.190Z,2025-07-10T13:08:20.190Z
529,10,1,Updated task status,2025-07-10T13:08:20.193Z,2025-07-10T13:08:20.193Z
530,12,1,Updated task status,2025-07-10T13:08:20.196Z,2025-07-10T13:08:20.196Z
531,3,1,Updated task status,2025-07-10T13:08:20.200Z,2025-07-10T13:08:20.200Z
532,16,1,Updated task status,2025-07-10T13:08:20.201Z,2025-07-10T13:08:20.201Z
533,17,1,Updated task status,2025-07-10T13:08:20.201Z,2025-07-10T13:08:20.201Z
534,20,1,Updated task status,2025-07-10T13:08:20.225Z,2025-07-10T13:08:20.225Z
535,41,1,Updated task status,2025-07-10T13:08:20.252Z,2025-07-10T13:08:20.252Z
536,26,1,Updated task status,2025-07-10T13:08:20.256Z,2025-07-10T13:08:20.256Z
537,5,1,Updated task status,2025-07-10T13:08:20.256Z,2025-07-10T13:08:20.256Z
538,2,1,Updated task status,2025-07-10T13:08:20.257Z,2025-07-10T13:08:20.257Z
539,21,1,Updated task status,2025-07-10T13:08:20.257Z,2025-07-10T13:08:20.257Z
540,4,1,Updated task status,2025-07-10T13:08:20.266Z,2025-07-10T13:08:20.266Z
541,18,1,Updated task status,2025-07-10T13:08:29.300Z,2025-07-10T13:08:29.300Z
542,3,1,Updated task status,2025-07-10T13:08:29.305Z,2025-07-10T13:08:29.305Z
543,1,1,Updated task status,2025-07-10T13:08:29.313Z,2025-07-10T13:08:29.313Z
544,14,1,Updated task status,2025-07-10T13:08:29.329Z,2025-07-10T13:08:29.329Z
545,25,1,Updated task status,2025-07-10T13:08:29.355Z,2025-07-10T13:08:29.355Z
546,11,1,Updated task status,2025-07-10T13:08:29.367Z,2025-07-10T13:08:29.367Z
